carro	especificacao	cor	km	anomod	preco
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	69000	2006/2006	30500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	69000	2007/2007	34000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	69000	2008/2008	44990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	69000	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	70000	2008/2008	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	70000	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	70000	2006/2007	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	70000	2006/2007	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	70000	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	70000	2006/2006	31900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	70000	2007/2007	33800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	70000	2008/2008	38800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	71375	2007/2008	36500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	72000	2008/2008	35990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	72000	2006/2007	32500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	72000	2006/2007	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	72000	2006/2007	34700
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	72000	2008/2008	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	73000	2007/2008	35800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	73000	2007/2008	32990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	73000	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	73261	2006/2007	31900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	74000	2008/2008	33500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	74000	2007/2008	34000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	74869	2007/2007	37500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	dourado	75000	2007/2007	36900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	75000	2007/2008	38800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	75000	2007/2008	35500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	75000	2007/2007	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	75000	2008/2009	42000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2006/2006	32000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	76000	2008/2008	34000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2008/2008	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	76000	2008/2009	39900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2008/2009	38990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2006/2006	28900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	76000	2008/2009	34500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2006/2006	35800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76000	2008/2009	36990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76300	2007/2007	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	76462	2008/2009	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	76500	2008/2008	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	76501	2007/2007	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	77000	2006/2007	33990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	77000	2008/2009	39000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	77000	2007/2007	31000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	77000	2008/2008	32500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78000	2007/2008	32800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78000	2007/2007	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	78000	2008/2008	35999
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	78000	2008/2008	37000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	78000	2007/2008	42500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78000	2007/2008	38900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78000	2008/2009	44900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78000	2007/2007	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78400	2008/2009	43900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78500	2008/2008	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	78623	2008/2008	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	79000	2008/2008	36900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	79000	2007/2008	51000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	79000	2007/2007	32500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	79000	2009/2009	39500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	79000	2008/2008	33900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2006/2007	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2008/2008	37800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2008/2008	40000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2007/2007	28880
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	80000	2006/2007	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2007/2007	35800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	80000	2007/2008	36900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	80000	2008/2009	37800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	azul	80000	2007/2008	38500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	80000	2006/2007	32500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	80765	2008/2008	38800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	81000	2006/2007	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	82000	2007/2008	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	82000	2006/2006	30500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	82000	2006/2006	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	82286	2006/2006	31990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	83000	2006/2006	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	83000	2008/2008	44900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	83000	2006/2006	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	84600	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	85000	2007/2007	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	85000	2007/2007	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	85000	2008/2009	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	86000	2008/2009	41900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	86000	2006/2006	32990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	86000	2008/2008	38900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	86023	2006/2006	33900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	87000	2008/2008	38480
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	87000	2008/2009	47900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	88261	2007/2008	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	88276	2008/2008	33790
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	88500	2006/2007	37000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	89000	2006/2006	31000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	89000	2007/2008	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	89000	2008/2008	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	89000	2008/2009	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	89000	2008/2009	37890
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	89000	2006/2007	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	89000	2007/2007	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	89065	2006/2006	31900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	90000	2007/2007	31900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	90000	2006/2006	33500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	90000	2008/2008	39990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	90000	2006/2007	34999
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	90000	2007/2008	35500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	90000	2007/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	90000	2006/2007	29990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	91000	2007/2007	35500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	91860	2007/2007	31400
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	92000	2006/2007	28500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	92000	2008/2009	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	92000	2006/2006	45000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	92000	2008/2008	40000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	93945	2007/2007	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	95000	2007/2008	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	95000	2006/2007	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	96000	2008/2009	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	96000	2008/2008	36900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	vermelho	96400	2008/2008	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	96800	2006/2007	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	97000	2006/2006	33800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	97000	2007/2008	39900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	98000	2008/2008	34700
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	98000	2008/2008	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	99000	2006/2007	23000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	99000	2007/2007	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	99000	2007/2007	36500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	100000	2006/2006	30500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	100000	2006/2007	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	100000	2006/2007	34990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	100000	2007/2007	33800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	100500	2007/2008	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	104000	2006/2007	30500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	105000	2007/2008	33990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	105000	2008/2008	47000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	106000	2007/2007	34000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	108000	2007/2008	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	108000	2007/2007	41500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	109000	2008/2009	39900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	cinza	110000	2006/2007	33999
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	111000	2008/2008	39500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	112527	2006/2006	29900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	115000	2006/2007	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	115000	2008/2008	37000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	115000	2008/2008	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	bege	115000	2008/2008	36590
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	116789	2007/2008	37990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	116800	2007/2008	36990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	120000	2006/2006	29500
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	120000	2008/2008	34900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	120000	2006/2006	31900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	126000	2008/2009	36990
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	127988	2006/2006	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	129573	2006/2006	32900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	133000	2006/2006	35900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	139618	2006/2007	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	143705	2006/2006	36000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	144000	2007/2007	35490
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	145000	2007/2007	34800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	prata	145000	2008/2008	33800
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	150000	2008/2009	35000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	150000	2006/2007	28900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	153000	2007/2007	37900
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	160784	2007/2007	33000
fusion	FORD FUSION 2.3 SEL 16V GASOLINA 4P AUTOMÁTICO	preto	188000	2006/2007	35000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2013	85590
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	89399
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	90700
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2013	91900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	91900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	92400
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	93500
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	94900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	94990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	95900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	96990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	97900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	indefinida	0	2013/2013	88990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	89400
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	89700
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	89790
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2013	89890
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	90990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	92180
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	92490
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	92900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	93380
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	93700
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	indefinida	0	2013/2014	93990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	93990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	94850
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	94900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	94900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	95390
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	96760
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2013	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2013	96990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	vermelho	0	2013/2014	96990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	99900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	102990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	89900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	90699
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	indefinida	0	2013/2014	91990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	azul	0	2013/2014	92390
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2014	92400
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2014/2014	92900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2014	93990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	96990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	97990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2013/2013	101990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	0	2013/2013	104990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	0	2014/2014	137999
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	152000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	95900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	0	2013/2014	99800
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	800	2014/2014	99990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	1450	2013/2013	89900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	2900	2013/2014	92990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	4000	2013/2013	89990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	4600	2013/2013	86500
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	7500	2013/2013	87500
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	7900	2013/2013	86900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	8000	2013/2013	93900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	cinza	8200	2012/2013	85000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	9200	2013/2013	89990
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	9213	2013/2013	92000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	preto	9500	2013/2013	89900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	11000	2013/2013	88000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	cinza	12000	2012/2013	87900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	12000	2013/2013	87900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	13000	2013/2013	86900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	prata	14000	2013/2013	90000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	17000	2013/2013	89000
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	17400	2013/2013	96900
fusion	FORD FUSION 2.5 16V FLEX 4P AUTOMÁTICO	branco	24000	2013/2013	87500
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	prata	12000	2011/2012	86000
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	prata	14000	2012/2012	90000
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	preto	24000	2011/2011	74990
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	prata	26000	2010/2011	79990
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	preto	26000	2011/2012	85900
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	preto	27900	2011/2012	86890
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	prata	28000	2010/2011	79990
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	prata	30000	2011/2011	100000
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	preto	39899	2010/2011	78900
fusion	FORD FUSION 2.5 16V HÍBRIDO 4P AUTOMÁTICO	preto	41500	2011/2011	79900
